교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,발생지시도코드,발생지시도코드.1,사고유형대분류코드,사고유형중분류코드,법규위반코드
15314,2015-06-12 16,주간,금,1,1,충남,금산군,차대차,측면충돌,안전운전 의무 불이행
15315,2015-10-03 15,주간,토,1,1,전북,무주군,차량단독,기타,안전운전 의무 불이행
15316,2015-06-26 19,야간,금,1,1,전남,완도군,차량단독,전도전복,안전운전 의무 불이행
15317,2015-01-16 15,주간,금,1,1,광주,광산구,차대사람,보도통행중,안전운전 의무 불이행
15318,2015-03-30 16,주간,월,1,1,전북,남원시,차량단독,기타,안전운전 의무 불이행
15319,2015-03-20 19,야간,금,1,1,경북,상주시,차대사람,횡단중,안전운전 의무 불이행
15320,2015-02-09 16,주간,월,1,1,전남,광양시,차량단독,도로이탈,안전운전 의무 불이행
15321,2015-02-04 22,야간,수,1,1,경기,안성시,차대사람,기타,안전운전 의무 불이행
15322,2015-01-24 14,주간,토,1,1,대구,서구,차대사람,횡단중,보행자 보호의무 위반
15323,2015-02-09 18,야간,월,1,2,경남,통영시,차대차,측면충돌,안전운전 의무 불이행
15324,2015-04-16 15,주간,목,1,3,경기,가평군,차대차,정면충돌,중앙선 침범
15325,2015-01-17 05,야간,토,1,1,경기,의정부시,차대사람,기타,안전운전 의무 불이행
15326,2015-02-03 13,주간,화,1,1,충북,충주시,차량단독,공작물충돌,안전운전 의무 불이행
15327,2015-06-13 16,주간,토,1,1,전남,강진군,차량단독,도로이탈,안전운전 의무 불이행
15328,2015-10-06 10,주간,화,1,1,전북,무주군,차대차,측면충돌,중앙선 침범
15329,2015-09-08 15,주간,화,1,1,경남,합천군,차대차,추돌,안전운전 의무 불이행
15330,2015-01-24 15,주간,토,1,1,대구,북구,차대사람,기타,안전운전 의무 불이행
15331,2015-07-25 07,주간,토,1,5,전남,구례군,차대차,추돌,안전운전 의무 불이행
15332,2015-03-02 19,야간,월,1,1,전북,김제시,차대사람,차도통행중,안전운전 의무 불이행
15333,2015-04-11 04,야간,토,1,2,경북,문경시,차대차,추돌,안전운전 의무 불이행
15334,2015-01-24 04,야간,토,1,1,경기,광주시,차량단독,공작물충돌,안전운전 의무 불이행
15335,2015-09-10 22,야간,목,1,2,전북,임실군,차대차,정면충돌,중앙선 침범
15336,2015-09-13 14,주간,일,2,2,경남,합천군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15337,2015-05-30 08,주간,토,1,3,경북,영덕군,차대사람,기타,중앙선 침범
15338,2015-07-25 21,야간,토,1,2,전북,정읍시,차량단독,공작물충돌,안전운전 의무 불이행
15339,2015-01-15 21,야간,목,2,2,광주,북구,차대사람,횡단중,과속
15340,2015-05-31 13,주간,일,1,14,경북,영덕군,차대차,정면충돌,중앙선 침범
15341,2015-04-10 23,야간,금,1,1,세종,세종,차대차,추돌,안전운전 의무 불이행
15342,2015-03-15 16,주간,일,1,1,충남,홍성군,차량단독,공작물충돌,안전운전 의무 불이행
15343,2015-10-19 13,주간,월,1,4,강원,인제군,차대차,측면충돌,안전운전 의무 불이행
15344,2015-02-10 04,야간,화,1,1,서울,구로구,차대사람,횡단중,안전운전 의무 불이행
15345,2015-01-21 11,주간,수,1,2,울산,북구,차대차,측면충돌,신호위반
15346,2015-04-14 02,야간,화,1,2,대구,북구,차대차,추돌,안전운전 의무 불이행
15347,2015-02-08 12,주간,일,1,3,경기,성남시,차대차,추돌,안전운전 의무 불이행
15348,2015-08-15 19,야간,토,1,4,경남,남해군,차대차,측면충돌,중앙선 침범
15349,2015-01-20 16,주간,화,1,4,경북,경산시,차대차,측면충돌,신호위반
15350,2015-04-14 21,야간,화,1,1,경북,문경시,차대사람,횡단중,안전운전 의무 불이행
15351,2015-10-22 20,야간,목,1,1,강원,영월군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15352,2015-04-15 13,주간,수,1,2,충남,예산군,차대차,정면충돌,중앙선 침범
15353,2015-09-21 19,야간,월,1,1,전북,임실군,차대사람,차도통행중,안전운전 의무 불이행
15354,2015-11-29 01,야간,일,1,1,경북,군위군,차량단독,공작물충돌,안전운전 의무 불이행
15355,2015-02-11 08,주간,수,1,2,경기,포천시,차대차,측면충돌,신호위반
15356,2015-02-08 11,주간,일,1,1,충남,당진시,차량단독,전도전복,안전운전 의무 불이행
15357,2015-07-29 18,야간,수,1,1,전남,나주시,차대사람,횡단중,안전운전 의무 불이행
15358,2015-03-07 16,주간,토,1,1,경북,김천시,차량단독,전도전복,안전운전 의무 불이행
15359,2015-05-21 05,야간,목,1,1,충남,서천군,차대차,추돌,안전운전 의무 불이행
15360,2015-01-28 18,야간,수,1,3,제주,서귀포시,차대차,기타,기타
15361,2015-05-20 05,야간,수,1,1,전남,영광군,차량단독,공작물충돌,안전운전 의무 불이행
15362,2015-10-03 17,주간,토,1,1,전남,구례군,차량단독,공작물충돌,안전운전 의무 불이행
15363,2015-10-03 19,야간,토,1,1,경남,함양군,차량단독,전도전복,안전운전 의무 불이행
15364,2015-09-28 21,야간,월,1,1,충남,서산시,차대사람,차도통행중,안전운전 의무 불이행
15365,2015-12-06 22,야간,일,1,2,경북,군위군,차대사람,차도통행중,안전운전 의무 불이행
15366,2015-06-30 21,야간,화,1,2,충북,옥천군,차대차,추돌,안전운전 의무 불이행
15367,2015-06-19 17,주간,금,1,1,전남,강진군,차대차,기타,안전운전 의무 불이행
15368,2015-04-02 14,주간,목,1,2,전남,무안군,차대차,측면충돌,신호위반
15369,2015-11-16 13,주간,월,1,1,충북,보은군,차대차,정면충돌,중앙선 침범
15370,2015-11-17 17,주간,화,1,1,충북,보은군,차대사람,차도통행중,안전운전 의무 불이행
15371,2015-03-14 16,주간,토,1,2,충북,음성군,차대차,기타,신호위반
15372,2015-07-21 20,야간,화,1,1,경북,고령군,차대차,추돌,안전운전 의무 불이행
15373,2015-09-04 14,주간,금,1,2,강원,평창군,차대차,정면충돌,중앙선 침범
15374,2015-01-19 14,주간,월,1,1,경기,안산시,차대사람,차도통행중,안전운전 의무 불이행
15375,2015-02-06 17,주간,금,1,3,울산,울주군,차대차,정면충돌,중앙선 침범
15376,2015-01-16 18,야간,금,1,1,광주,북구,차대차,측면충돌,중앙선 침범
15377,2015-11-04 19,야간,수,1,1,경북,청송군,차대사람,횡단중,안전운전 의무 불이행
15378,2015-04-21 23,야간,화,1,2,경남,김해시,차대차,추돌,안전운전 의무 불이행
15379,2015-02-04 08,주간,수,1,1,충남,서산시,차대사람,횡단중,보행자 보호의무 위반
15380,2015-12-12 18,야간,토,1,1,경북,군위군,차대사람,기타,안전운전 의무 불이행
15381,2015-01-24 01,야간,토,1,1,충북,청주시,차량단독,공작물충돌,안전운전 의무 불이행
15382,2015-05-06 20,야간,수,1,1,전남,해남군,차대사람,기타,안전운전 의무 불이행
15383,2015-08-26 18,야간,수,1,1,경북,예천군,차량단독,도로이탈,기타
15384,2015-01-11 07,주간,일,1,1,대전,유성구,차량단독,공작물충돌,안전운전 의무 불이행
15385,2015-03-12 16,주간,목,1,1,충남,논산시,차대사람,횡단중,안전운전 의무 불이행
15386,2015-08-20 19,야간,목,1,1,충북,영동군,차대사람,횡단중,안전운전 의무 불이행
15387,2015-03-15 15,주간,일,1,2,경기,양평군,차량단독,공작물충돌,안전운전 의무 불이행
15388,2015-02-26 22,야간,목,1,1,경남,사천시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15389,2015-11-18 17,주간,수,1,2,경북,봉화군,차대차,추돌,안전운전 의무 불이행
15390,2015-01-31 08,주간,토,1,1,부산,사하구,차대사람,기타,안전운전 의무 불이행
15391,2015-11-27 08,주간,금,1,1,충북,보은군,차량단독,공작물충돌,안전운전 의무 불이행
15392,2015-04-04 11,주간,토,1,1,전북,정읍시,차대차,측면충돌,중앙선 침범
15393,2015-05-08 16,주간,금,1,1,경남,고성군,차대사람,기타,안전운전 의무 불이행
15394,2015-01-26 23,야간,월,1,1,경북,포항시,차대사람,횡단중,안전운전 의무 불이행
15395,2015-02-06 15,주간,금,1,1,충남,천안시,차량단독,전도전복,안전운전 의무 불이행
15396,2015-09-03 17,주간,목,1,1,경남,하동군,차대차,정면충돌,안전운전 의무 불이행
15397,2015-10-08 20,야간,목,1,1,경남,합천군,차대차,추돌,안전운전 의무 불이행
15398,2015-01-24 01,야간,토,1,1,경북,포항시,차대차,기타,안전운전 의무 불이행
15399,2015-01-13 05,야간,화,1,1,경기,평택시,차대사람,횡단중,안전운전 의무 불이행
15400,2015-02-18 18,야간,수,1,1,인천,부평구,차대사람,횡단중,안전운전 의무 불이행
15401,2015-02-10 16,주간,화,1,1,경남,김해시,차대차,추돌,안전운전 의무 불이행
15402,2015-02-07 05,야간,토,1,1,충남,천안시,차대차,기타,안전운전 의무 불이행
15403,2015-08-14 15,주간,금,1,1,전남,장성군,차대차,기타,안전운전 의무 불이행
15404,2015-02-15 00,야간,일,1,2,서울,도봉구,차대사람,횡단중,안전운전 의무 불이행
15405,2015-05-07 15,주간,목,1,5,전남,해남군,차대차,기타,안전운전 의무 불이행
15406,2015-02-13 02,야간,금,1,1,전남,광양시,차대사람,차도통행중,안전운전 의무 불이행
15407,2015-02-07 06,주간,토,1,1,충남,천안시,차대사람,횡단중,안전운전 의무 불이행
15408,2015-08-26 16,주간,수,1,1,전남,진도군,차량단독,전도전복,안전운전 의무 불이행
15409,2015-09-09 09,주간,수,1,3,충북,단양군,차대사람,길가장자리구역통행중,기타
15410,2015-03-10 22,야간,화,1,1,울산,동구,차대차,측면충돌,과속
15411,2015-01-20 11,주간,화,1,1,전북,전주시,차대사람,횡단중,중앙선 침범
15412,2015-03-29 17,주간,일,1,1,충남,공주시,차량단독,공작물충돌,안전운전 의무 불이행
15413,2015-02-08 23,야간,일,1,3,충남,아산시,차대차,측면충돌,신호위반
15414,2015-08-06 18,야간,목,2,6,전북,완주군,차대차,추돌,과속
15415,2015-10-05 18,야간,월,1,1,전북,임실군,차대차,측면충돌,중앙선 침범
15416,2015-08-09 22,야간,일,1,2,충남,청양군,차대차,추돌,안전운전 의무 불이행
15417,2015-05-26 13,주간,화,1,2,경남,창녕군,차대차,정면충돌,중앙선 침범
15418,2015-07-11 12,주간,토,1,1,충남,금산군,차대차,측면충돌,안전거리 미확보
15419,2015-02-05 12,주간,목,1,2,충남,태안군,차량단독,도로이탈,안전운전 의무 불이행
15420,2015-06-11 21,야간,목,1,1,충남,부여군,차량단독,도로이탈,안전운전 의무 불이행
15421,2015-04-11 08,주간,토,1,1,전남,무안군,차대사람,길가장자리구역통행중,기타
15422,2015-09-11 01,야간,금,1,1,충북,단양군,차량단독,공작물충돌,안전운전 의무 불이행
15423,2015-01-22 06,주간,목,1,1,경기,용인시,차대사람,횡단중,신호위반
15424,2015-09-05 18,야간,토,1,1,경북,예천군,차량단독,공작물충돌,안전운전 의무 불이행
15425,2015-08-29 19,야간,토,1,2,충북,영동군,차대차,측면충돌,신호위반
15426,2015-09-15 19,야간,화,1,1,강원,철원군,차대사람,횡단중,안전운전 의무 불이행
15427,2015-08-31 07,주간,월,1,1,전남,진도군,차대차,추돌,안전운전 의무 불이행
15428,2015-02-01 09,주간,일,1,1,서울,노원구,차대사람,횡단중,안전운전 의무 불이행
15429,2015-09-15 19,야간,화,1,3,강원,평창군,차량단독,전도전복,안전운전 의무 불이행
15430,2015-09-23 05,야간,수,1,1,경남,창원시(통합),차대차,추돌,안전운전 의무 불이행
15431,2015-02-15 18,야간,일,1,1,경기,포천시,차대차,기타,안전운전 의무 불이행
15432,2015-05-27 09,주간,수,1,1,경남,창녕군,차대사람,차도통행중,안전운전 의무 불이행
15433,2015-01-27 04,야간,화,1,2,서울,동대문구,차량단독,공작물충돌,안전운전 의무 불이행
15434,2015-06-01 11,주간,월,1,1,전남,고흥군,차량단독,공작물충돌,안전운전 의무 불이행
15435,2015-09-26 07,주간,토,1,1,경남,진주시,차대차,기타,안전운전 의무 불이행
15436,2015-09-26 12,주간,토,1,3,경남,창녕군,차량단독,도로이탈,안전운전 의무 불이행
15437,2015-12-13 19,야간,일,1,1,충북,보은군,차대사람,횡단중,안전운전 의무 불이행
15438,2015-02-16 18,야간,월,1,1,경기,하남시,차대사람,횡단중,안전운전 의무 불이행
15439,2015-01-25 17,주간,일,1,6,충북,청주시,차대차,측면충돌,안전운전 의무 불이행
15440,2015-04-12 15,주간,일,1,1,전북,남원시,차대차,측면충돌,기타
15441,2015-05-16 19,야간,토,1,1,경북,울진군,차량단독,공작물충돌,안전운전 의무 불이행
15442,2015-03-11 06,주간,수,1,1,충남,보령시,차대사람,횡단중,과속
15443,2015-03-29 19,야간,일,1,7,인천,남구,차대차,추돌,안전운전 의무 불이행
15444,2015-11-16 12,주간,월,1,3,강원,인제군,차대차,정면충돌,안전운전 의무 불이행
15445,2015-10-14 10,주간,수,1,2,충남,보령시,차대차,추돌,안전운전 의무 불이행
15446,2015-01-20 06,주간,화,1,1,광주,광산구,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15447,2015-05-08 20,야간,금,1,1,충북,괴산군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15448,2015-02-03 15,주간,화,1,2,강원,강릉시,차대사람,기타,안전운전 의무 불이행
15449,2015-09-20 01,야간,일,1,1,강원,평창군,차대사람,차도통행중,안전운전 의무 불이행
15450,2015-08-14 20,야간,금,1,1,충남,청양군,차량단독,도로이탈,안전운전 의무 불이행
15451,2015-03-19 10,주간,목,1,6,경기,양평군,차대차,정면충돌,중앙선 침범
15452,2015-06-20 16,주간,토,1,1,경기,연천군,차량단독,공작물충돌,안전운전 의무 불이행
15453,2015-07-15 17,주간,수,1,1,충북,옥천군,차대사람,기타,안전운전 의무 불이행
15454,2015-01-27 19,야간,화,1,1,전남,순천시,차대사람,기타,안전운전 의무 불이행
15455,2015-10-25 16,주간,일,1,1,경남,함양군,차량단독,전도전복,안전운전 의무 불이행
15456,2015-12-06 18,야간,일,1,1,경남,산청군,차대사람,횡단중,보행자 보호의무 위반
15457,2015-02-08 22,야간,일,1,1,충북,충주시,차량단독,도로이탈,안전운전 의무 불이행
15458,2015-04-02 05,야간,목,1,1,경기,고양시,차대차,추돌,안전운전 의무 불이행
15459,2015-01-22 19,야간,목,1,1,대전,중구,차대사람,횡단중,안전운전 의무 불이행
15460,2015-01-15 20,야간,목,1,2,대구,수성구,차대사람,횡단중,신호위반
15461,2015-01-22 00,야간,목,1,1,경기,안산시,차대차,추돌,안전운전 의무 불이행
15462,2015-02-11 18,야간,수,1,1,서울,강북구,차대사람,차도통행중,안전운전 의무 불이행
15463,2015-08-23 16,주간,일,1,1,전남,보성군,차량단독,기타,안전운전 의무 불이행
15464,2015-06-26 14,주간,금,1,1,경북,영덕군,차대차,측면충돌,안전거리 미확보
15465,2015-09-18 08,주간,금,1,1,경남,하동군,차대차,정면충돌,중앙선 침범
15466,2015-11-21 19,야간,토,1,1,강원,영월군,차대사람,횡단중,안전운전 의무 불이행
15467,2015-01-23 02,야간,금,1,1,대전,중구,차대사람,차도통행중,안전운전 의무 불이행
15468,2015-01-25 02,야간,일,1,2,부산,남구,차대사람,횡단중,과속
15469,2015-02-10 19,야간,화,2,2,경남,창원시(통합),차량단독,공작물충돌,안전운전 의무 불이행
15470,2015-05-23 16,주간,토,1,1,경북,성주군,차량단독,기타,안전운전 의무 불이행
15471,2015-05-13 18,야간,수,1,1,전남,해남군,차량단독,기타,안전운전 의무 불이행
15472,2015-05-20 10,주간,수,1,1,전북,부안군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15473,2015-03-09 05,야간,월,1,1,광주,동구,차대사람,횡단중,안전운전 의무 불이행
15474,2015-01-25 01,야간,일,1,1,경북,경주시,차대사람,기타,안전운전 의무 불이행
15475,2015-05-20 14,주간,수,1,1,전북,부안군,차대차,추돌,안전운전 의무 불이행
15476,2015-01-26 10,주간,월,1,1,경북,포항시,차대사람,기타,안전운전 의무 불이행
15477,2015-03-29 19,야간,일,1,2,전남,나주시,차대차,기타,안전운전 의무 불이행
15478,2015-01-23 07,주간,금,1,2,대구,달서구,차대차,기타,안전운전 의무 불이행
15479,2015-02-08 01,야간,일,1,1,경남,김해시,차량단독,공작물충돌,안전운전 의무 불이행
15480,2015-03-17 21,야간,화,1,1,전북,김제시,차대사람,횡단중,안전운전 의무 불이행
15481,2015-10-04 07,주간,일,1,1,강원,평창군,차량단독,전도전복,안전운전 의무 불이행
15482,2015-11-28 05,야간,토,1,1,강원,영월군,차대차,추돌,안전운전 의무 불이행
15483,2015-05-03 08,주간,일,1,14,경남,김해시,차대차,기타,안전운전 의무 불이행
15484,2015-01-21 21,야간,수,1,2,전북,전주시,차대차,측면충돌,교차로 통행방법 위반
15485,2015-01-25 19,야간,일,1,1,경북,경주시,차량단독,공작물충돌,안전운전 의무 불이행
15486,2015-08-26 19,야간,수,1,1,충남,청양군,차대사람,횡단중,안전운전 의무 불이행
15487,2015-10-21 08,주간,수,1,1,충남,당진시,차대차,추돌,안전운전 의무 불이행
15488,2015-04-03 00,야간,금,1,1,전남,영암군,차대사람,차도통행중,안전운전 의무 불이행
15489,2015-09-22 21,야간,화,1,2,경남,하동군,차대사람,차도통행중,안전운전 의무 불이행
15490,2015-12-21 18,야간,월,1,2,경북,봉화군,차대차,정면충돌,중앙선 침범
15491,2015-01-24 19,야간,토,1,1,경북,경산시,차대사람,기타,신호위반
15492,2015-01-30 18,야간,금,1,1,대전,동구,차대사람,횡단중,보행자 보호의무 위반
15493,2015-01-29 07,주간,목,1,1,경북,포항시,차량단독,도로이탈,안전운전 의무 불이행
15494,2015-02-02 22,야간,월,1,1,대구,북구,차량단독,기타,안전운전 의무 불이행
15495,2015-01-19 22,야간,월,1,1,경기,남양주시,차대사람,기타,안전운전 의무 불이행
15496,2015-06-12 17,주간,금,1,1,전남,고흥군,차량단독,도로이탈,안전운전 의무 불이행
15497,2015-03-26 02,야간,목,1,1,경기,의왕시,차대차,기타,안전운전 의무 불이행
15498,2015-01-19 20,야간,월,1,1,경기,남양주시,차대사람,보도통행중,기타
15499,2015-02-24 21,야간,화,1,1,서울,광진구,차대차,정면충돌,중앙선 침범
15500,2015-04-08 00,야간,수,1,2,경북,상주시,차대차,정면충돌,중앙선 침범
15501,2015-03-15 07,주간,일,1,2,경남,창원시(통합),차량단독,도로이탈,안전운전 의무 불이행
15502,2015-12-25 18,야간,금,1,3,경북,청송군,차대차,정면충돌,교차로 통행방법 위반
15503,2015-01-29 11,주간,목,1,2,서울,동대문구,차대차,추돌,안전운전 의무 불이행
15504,2015-04-04 16,주간,토,1,1,전남,영암군,차량단독,공작물충돌,안전운전 의무 불이행
15505,2015-01-23 06,주간,금,1,1,경기,수원시,차대차,측면충돌,신호위반
15506,2015-07-05 15,주간,일,1,1,경북,영덕군,차대차,측면충돌,안전운전 의무 불이행
15507,2015-03-30 14,주간,월,4,5,충남,홍성군,차량단독,공작물충돌,안전운전 의무 불이행
15508,2015-01-21 00,야간,수,1,4,강원,원주시,차대차,측면충돌,과속
15509,2015-11-03 06,주간,화,1,1,경남,합천군,차대사람,차도통행중,안전운전 의무 불이행
15510,2015-11-01 07,주간,일,1,1,전남,함평군,차량단독,공작물충돌,안전운전 의무 불이행
15511,2015-01-18 01,야간,일,1,1,광주,서구,차대사람,횡단중,안전운전 의무 불이행
15512,2015-02-21 06,주간,토,1,1,서울,서대문구,차대사람,횡단중,안전운전 의무 불이행
15513,2015-10-18 21,야간,일,1,1,경남,김해시,차대사람,기타,안전운전 의무 불이행
15514,2015-01-25 03,야간,일,1,1,울산,북구,차대사람,횡단중,안전운전 의무 불이행
15515,2015-09-02 21,야간,수,1,2,경북,청도군,차대사람,횡단중,안전운전 의무 불이행
15516,2015-10-19 14,주간,월,1,1,경남,함안군,차대차,추돌,안전운전 의무 불이행
15517,2015-02-19 01,야간,목,1,1,전남,광양시,차대차,추돌,안전운전 의무 불이행
15518,2015-06-16 06,주간,화,1,1,전남,영광군,차량단독,도로이탈,안전운전 의무 불이행
15519,2015-03-23 16,주간,월,1,1,강원,동해시,차대사람,횡단중,보행자 보호의무 위반
15520,2015-04-20 01,야간,월,1,6,대전,대덕구,차대차,기타,과속
15521,2015-04-24 15,주간,금,1,1,전북,정읍시,차대차,측면충돌,기타
15522,2015-04-09 08,주간,목,1,1,서울,은평구,차대차,측면충돌,안전운전 의무 불이행
15523,2015-02-19 02,야간,목,1,2,서울,성동구,차대차,추돌,안전운전 의무 불이행
15524,2015-03-15 19,야간,일,1,1,경북,영천시,차대사람,보도통행중,보행자 보호의무 위반
15525,2015-06-18 06,주간,목,1,1,경남,창녕군,차대차,측면충돌,과속
15526,2015-02-07 07,주간,토,1,1,경기,군포시,차량단독,전도전복,안전운전 의무 불이행
15527,2015-05-24 02,야간,일,1,1,경기,과천시,차대사람,기타,안전운전 의무 불이행
15528,2015-04-01 16,주간,수,1,4,충남,홍성군,차대차,측면충돌,중앙선 침범
15529,2015-05-02 15,주간,토,1,3,세종,세종,차대차,정면충돌,중앙선 침범
15530,2015-01-20 05,야간,화,2,4,대구,달서구,차량단독,공작물충돌,안전운전 의무 불이행
15531,2015-07-03 06,주간,금,1,1,충남,부여군,차대차,기타,안전운전 의무 불이행
15532,2015-05-31 20,야간,일,1,1,경남,함안군,차대사람,횡단중,안전운전 의무 불이행
15533,2015-08-11 13,주간,화,1,1,경북,의성군,차대차,측면충돌,안전운전 의무 불이행
15534,2015-05-31 21,야간,일,1,1,경남,함안군,차대사람,차도통행중,안전운전 의무 불이행
15535,2015-10-09 17,주간,금,1,1,경남,남해군,차대사람,횡단중,안전운전 의무 불이행
15536,2015-06-12 09,주간,금,1,1,전북,고창군,차대차,측면충돌,기타
15537,2015-04-23 11,주간,목,1,1,전북,남원시,차량단독,전도전복,안전운전 의무 불이행
15538,2015-10-05 16,주간,월,1,3,경북,예천군,차량단독,도로이탈,안전운전 의무 불이행
15539,2015-05-07 18,야간,목,1,4,경북,성주군,차대차,기타,중앙선 침범
15540,2015-01-29 23,야간,목,1,1,전남,순천시,차대차,추돌,안전운전 의무 불이행
15541,2015-04-01 16,주간,수,1,2,충북,음성군,차대차,측면충돌,중앙선 침범
15542,2015-10-10 15,주간,토,1,5,경남,남해군,차대차,정면충돌,중앙선 침범
15543,2015-09-20 19,야간,일,1,1,전남,장성군,차대차,추돌,안전운전 의무 불이행
15544,2015-06-23 20,야간,화,1,1,전남,영광군,차대사람,횡단중,안전운전 의무 불이행
15545,2015-09-08 18,야간,화,1,1,강원,횡성군,차량단독,전도전복,안전운전 의무 불이행
15546,2015-04-25 02,야간,토,1,3,부산,기장군,차량단독,공작물충돌,안전운전 의무 불이행
15547,2015-07-10 17,주간,금,1,1,경기,연천군,차대차,추돌,안전운전 의무 불이행
15548,2015-06-22 13,주간,월,1,1,충남,서천군,차대차,기타,기타
15549,2015-06-01 12,주간,월,1,2,강원,홍천군,차대차,정면충돌,중앙선 침범
15550,2015-07-05 20,야간,일,1,1,충남,부여군,차량단독,기타,안전운전 의무 불이행
15551,2015-01-22 21,야간,목,1,1,강원,원주시,차대사람,횡단중,안전운전 의무 불이행
15552,2015-08-21 17,주간,금,1,1,경북,의성군,차대차,측면충돌,안전운전 의무 불이행
15553,2015-02-17 01,야간,화,1,1,경북,안동시,차량단독,공작물충돌,안전운전 의무 불이행
15554,2015-06-16 20,야간,화,1,1,전북,고창군,차대차,기타,안전운전 의무 불이행
15555,2015-01-21 19,야간,수,1,2,경기,남양주시,차대차,추돌,안전운전 의무 불이행
15556,2015-02-27 05,야간,금,1,1,경기,부천시,차량단독,기타,안전운전 의무 불이행
15557,2015-03-12 13,주간,목,1,1,경남,사천시,차대사람,횡단중,안전운전 의무 불이행
15558,2015-01-26 14,주간,월,1,3,경기,용인시,차대차,측면충돌,안전운전 의무 불이행
15559,2015-05-26 05,야간,화,1,1,충북,증평군,차대차,측면충돌,신호위반
15560,2015-02-17 09,주간,화,1,1,경북,안동시,차대사람,횡단중,보행자 보호의무 위반
15561,2015-05-15 11,주간,금,1,1,충남,예산군,차대차,측면충돌,기타
15562,2015-02-04 17,주간,수,1,1,서울,관악구,차대사람,횡단중,안전운전 의무 불이행
15563,2015-06-23 16,주간,화,1,1,경남,창녕군,차대차,기타,안전운전 의무 불이행
15564,2015-01-20 00,야간,화,1,1,경기,고양시,차량단독,공작물충돌,안전운전 의무 불이행
15565,2015-02-11 03,야간,수,1,1,인천,연수구,차대사람,기타,안전운전 의무 불이행
15566,2015-03-20 13,주간,금,1,1,경북,김천시,차대차,측면충돌,안전거리 미확보
15567,2015-01-24 04,야간,토,1,1,경기,파주시,차대사람,횡단중,안전운전 의무 불이행
15568,2015-05-27 12,주간,수,2,2,전남,해남군,차량단독,공작물충돌,안전운전 의무 불이행
15569,2015-03-08 18,야간,일,1,1,경북,칠곡군,차량단독,전도전복,안전운전 의무 불이행
15570,2015-06-07 13,주간,일,1,1,경남,고성군,차대차,측면충돌,신호위반
15571,2015-05-04 04,야간,월,1,1,경기,가평군,차대차,기타,안전운전 의무 불이행
15572,2015-01-25 18,야간,일,1,3,경기,수원시,차대사람,횡단중,안전운전 의무 불이행
15573,2015-03-06 02,야간,금,1,2,경남,창원시(통합),차대차,기타,중앙선 침범
15574,2015-08-23 03,야간,일,1,2,전남,장성군,차량단독,공작물충돌,안전운전 의무 불이행
15575,2015-03-19 18,야간,목,1,1,경북,영천시,차대사람,횡단중,안전운전 의무 불이행
15576,2015-11-17 03,야간,화,1,2,경남,창녕군,차대차,기타,안전운전 의무 불이행
15577,2015-03-20 19,야간,금,1,2,경북,영천시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15578,2015-10-21 09,주간,수,1,1,경남,하동군,차량단독,도로이탈,안전운전 의무 불이행
15579,2015-04-03 09,주간,금,1,4,경북,영주시,차대차,측면충돌,안전운전 의무 불이행
15580,2015-06-13 15,주간,토,1,1,경북,울진군,차대차,기타,안전운전 의무 불이행
15581,2015-01-27 23,야간,화,1,1,충남,천안시,차대사람,기타,안전운전 의무 불이행
15582,2015-04-05 20,야간,일,1,1,충북,음성군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15583,2015-10-31 13,주간,토,1,1,충북,단양군,차대사람,횡단중,안전운전 의무 불이행
15584,2015-02-15 19,야간,일,1,2,충북,충주시,차대차,기타,중앙선 침범
15585,2015-09-30 08,주간,수,1,1,충북,영동군,차대차,측면충돌,안전운전 의무 불이행
15586,2015-08-20 18,야간,목,1,1,충남,금산군,차대차,측면충돌,기타
15587,2015-10-21 06,주간,수,1,1,경남,하동군,차대사람,횡단중,안전운전 의무 불이행
15588,2015-04-06 10,주간,월,1,2,충북,음성군,차대차,기타,안전운전 의무 불이행
15589,2015-01-26 18,야간,월,1,1,경북,경산시,차대사람,횡단중,안전운전 의무 불이행
15590,2015-08-30 10,주간,일,2,3,강원,고성군,차대차,추돌,과속
15591,2015-03-09 19,야간,월,1,3,경기,여주시,차대차,추돌,안전운전 의무 불이행
15592,2015-07-23 09,주간,목,1,1,강원,태백시,차대사람,횡단중,안전운전 의무 불이행
15593,2015-04-14 18,야간,화,1,3,전남,영암군,차대차,정면충돌,신호위반
15594,2015-02-01 13,주간,일,1,1,서울,동대문구,차대사람,기타,안전운전 의무 불이행
15595,2015-06-10 17,주간,수,1,1,경남,함안군,차대사람,보도통행중,안전운전 의무 불이행
15596,2015-12-11 07,주간,금,1,1,전남,함평군,차대차,추돌,과속
15597,2015-04-13 22,야간,월,1,1,충남,공주시,차량단독,전도전복,안전운전 의무 불이행
15598,2015-09-30 19,야간,수,1,2,충북,영동군,차대차,추돌,안전운전 의무 불이행
15599,2015-07-24 14,주간,금,1,2,강원,태백시,차대차,기타,중앙선 침범
